Date,Open,High,Low,Close,SharesTraded,
20120719 00:00,728500,728600,702300,715300,16642682,
20120720 00:00,714400,724900,713200,722800,9036808,
20120723 00:00,719400,719900,712600,718500,6381459,
20120724 00:00,717700,722400,714500,721400,7334502,
20120725 00:00,721800,724600,718800,720800,6926027,
20120726 00:00,727000,739500,726900,736700,7934112,
20120727 00:00,739500,748000,737900,745500,10338958,
20120730 00:00,744600,752400,744600,749800,8904765,
20120731 00:00,748800,749700,744300,744300,8146034,
20120801 00:00,747300,747900,734300,736200,9508115,
20120802 00:00,730500,741600,729400,740500,7885740,
20120803 00:00,746800,749500,742500,745400,7513945,
20120806 00:00,749000,749200,742800,742800,5868274,
20120807 00:00,744400,745900,739700,739900,7554149,
20120808 00:00,735000,745100,734400,743100,6538712,
20120809 00:00,742700,745200,737600,738500,5145303,
20120810 00:00,738900,742400,734300,736800,5571258,
20120813 00:00,734100,736900,731900,734000,6083426,
20120814 00:00,738000,742700,735700,740100,6907595,
20120815 00:00,738400,745200,738200,744400,7544177,
20120816 00:00,725000,727000,717800,721500,16714518,
20120817 00:00,724400,726700,718400,719900,9566008,
20120820 00:00,721000,724100,716600,723000,5473538,
20120821 00:00,723400,723400,714300,714300,7359524,
20120822 00:00,714300,718400,713400,717700,6589468,
20120823 00:00,717100,719400,714000,715600,5968854,
20120824 00:00,715000,722000,713600,721100,5167300,
20120827 00:00,721800,727900,720800,725000,5631740,
20120828 00:00,722600,727100,721600,724100,4859549,
20120829 00:00,726100,730200,724300,727700,4095212,
20120830 00:00,726300,727500,721500,722500,5234926,
20120831 00:00,725900,729400,723700,726000,5423911,
20120904 00:00,727700,738300,725700,735100,8444456,
20120905 00:00,738600,739500,733800,735500,7915138,
20120906 00:00,740000,748100,738400,748100,6372615,
20120907 00:00,748000,748000,735000,738200,6530316,
20120910 00:00,739000,740900,735100,735100,6424097,
20120911 00:00,737300,744200,735500,740600,5177996,
20120912 00:00,740200,743500,737500,740700,4109424,
20120913 00:00,740000,751900,739500,751400,7232422,
20120914 00:00,749200,749900,742600,745000,8495979,
20120917 00:00,743400,746800,738700,739900,6587358,
20120918 00:00,738500,741700,736800,739500,5214136,
20120919 00:00,742100,746300,739900,743700,5614701,
20120920 00:00,743900,748200,743600,747500,4416646,
20120921 00:00,750000,750900,743300,744500,9834582,
20120924 00:00,742500,749600,741800,747400,4343322,
20120925 00:00,750000,750500,742600,742600,6202612,
20120926 00:00,743500,748400,741400,741900,4743866,
20120927 00:00,743000,744800,738300,739800,5338293,
20120928 00:00,737400,740600,734300,738000,5743578,
20121001 00:00,738000,744900,738000,740500,4549424,
20121002 00:00,740300,743600,736300,737500,3989204,
20121003 00:00,740800,747500,737500,742000,7313914,
20121004 00:00,745100,750000,745100,747200,4950406,
20121005 00:00,749400,755000,749000,751300,5089492,
20121008 00:00,752100,755500,750600,752500,4496971,
20121009 00:00,751800,753800,741300,741400,8259406,
20121010 00:00,746700,768100,746500,754200,19241871,
20121011 00:00,764500,766100,749600,750100,8202735,
20121012 00:00,753200,760400,753200,758100,7843394,
20121015 00:00,758500,773500,755600,771500,9511782,
20121016 00:00,774900,776000,766900,769100,6169275,
20121017 00:00,774100,775000,765000,770300,7353185,
20121018 00:00,771300,772200,761700,765600,7291534,
20121019 00:00,765100,767100,754400,756400,4913402,
20121022 00:00,757500,757500,750900,756500,5409328,
20121023 00:00,751800,754900,745200,747600,5677733,
20121024 00:00,748800,750000,745300,748200,4577194,
20121025 00:00,752900,755000,748900,753200,4368669,
20121026 00:00,752000,754100,746900,751100,4434188,
20121031 00:00,754400,756500,741300,750100,5871227,
20121101 00:00,749300,751600,731500,734500,12621517,
20121102 00:00,734600,735700,727100,727700,8292187,
20121105 00:00,726500,731900,726500,731400,4752371,
20121106 00:00,731700,742800,731300,737600,5168220,
20121107 00:00,735000,738900,728600,731100,6781344,
20121108 00:00,730000,739700,724800,724800,6999190,
20121109 00:00,721400,725900,719200,723100,6786804,
20121112 00:00,721800,726000,719400,724800,4293589,
20121113 00:00,719000,723000,711900,718100,8867350,
20121114 00:00,717600,720000,710800,713000,8421254,
20121115 00:00,696600,697000,678500,687200,21474546,
20121116 00:00,685900,686900,678900,680300,10288585,
20121119 00:00,681400,691200,676600,690200,12553761,
20121120 00:00,691200,692400,684600,690000,9047040,
20121121 00:00,687600,690500,687400,688900,6852622,
20121123 00:00,693000,702400,688800,702000,5026808,
20121126 00:00,700700,702300,694500,699100,8916102,
20121127 00:00,699500,701700,694500,695000,7252647,
20121128 00:00,698100,708100,693000,705600,10129042,
20121129 00:00,705400,710400,701300,708300,9472909,
20121130 00:00,709700,721200,708600,720200,11892225,
20121203 00:00,720700,723300,713400,713400,9020992,
20121204 00:00,714600,726000,714500,721200,12524444,
20121205 00:00,718700,720200,712300,716500,9200387,
20121206 00:00,716700,718500,711100,715900,6965362,
20121207 00:00,718700,725900,718500,722900,7218451,
20121210 00:00,720400,723400,717900,721500,5764200,
20121211 00:00,722500,726900,708200,708900,14205072,
20121212 00:00,703000,703500,689100,689400,21900719,
20121213 00:00,690900,693700,690000,690400,14122149,
20121214 00:00,690900,693000,687400,687500,10236906,
20121217 00:00,689000,695100,688900,692000,10464810,
20121218 00:00,692000,696600,689100,695000,11468420,
20121219 00:00,693900,695000,685200,685200,9431429,
20121220 00:00,683200,690600,681800,690000,9674803,
20121221 00:00,689200,691600,682800,686500,8465629,
20121224 00:00,685000,688000,683100,685700,2877514,
20121226 00:00,685600,686500,677300,679900,6091824,
20121227 00:00,680100,684200,678000,681900,7099234,
20121228 00:00,678800,683500,675400,676100,5400885,
20121231 00:00,674600,682800,673700,682300,6915292,
20130102 00:00,689500,692400,684700,692400,10293735,
20130103 00:00,692700,693500,683800,688000,8845644,
20130104 00:00,687400,691800,683500,690600,6347276,
20130107 00:00,688100,689200,681300,684000,6180356,
20130108 00:00,683000,688900,682100,685900,5837433,
20130109 00:00,686000,687400,682300,685700,5053992,
20130110 00:00,688100,690300,677200,683600,11242705,
20130111 00:00,685000,687900,682200,686300,6133449,
20130114 00:00,685300,686700,681200,683200,5129124,
20130115 00:00,682900,692400,681400,689900,5888687,
20130116 00:00,690000,693700,688900,692100,4900960,
20130117 00:00,693000,693100,687200,688500,7119332,
20130118 00:00,688500,692000,688500,692000,7771445,
20130122 00:00,690500,696500,689600,695800,5606380,
20130123 00:00,695200,696200,691500,694900,5907860,
20130124 00:00,697500,699900,693500,697900,9052243,
20130125 00:00,699700,700000,689300,690000,7792044,
20130128 00:00,691000,695000,688000,693500,6827288,
20130129 00:00,693500,702000,692000,698900,9524861,
20130130 00:00,700600,701200,695000,697500,6990750,
20130131 00:00,697400,704400,696900,699500,6737667,
20130201 00:00,701900,705400,699600,704900,6148944,
20130204 00:00,692900,699000,691300,696300,10710396,
20130205 00:00,699300,710700,697600,707700,10601578,
20130206 00:00,704800,713200,703000,713100,9753041,
20130207 00:00,714400,716400,709000,712300,8257468,
20130208 00:00,712000,715900,710800,714800,5835778,
20130211 00:00,712500,715100,705300,714000,6210867,
20130212 00:00,715000,716600,711000,714000,4760810,
20130213 00:00,712400,717000,712100,713900,3877397,
20130214 00:00,711600,712200,707600,708200,5449123,
20130215 00:00,696500,700000,681400,693000,24763790,
20130219 00:00,692000,694500,685400,687600,14429878,
20130220 00:00,687500,698300,683000,692100,11659482,
20130221 00:00,700000,714700,697200,702600,19458889,
20130222 00:00,702600,705400,698900,704000,9036212,
20130225 00:00,705900,713400,704300,704400,10613976,
20130226 00:00,706900,713900,706100,711100,10311754,
20130227 00:00,709600,719500,705800,716600,8701018,
20130228 00:00,715600,718800,708400,708600,10233998,
20130301 00:00,708400,719000,707700,717400,8651343,
20130304 00:00,715100,732600,715000,732600,10501212,
20130305 00:00,735000,740400,730000,737200,8968998,
20130306 00:00,737500,741300,732600,733800,7147631,
20130307 00:00,734900,736100,732000,733200,6865034,
20130308 00:00,732900,733900,728400,730300,5560713,
20130311 00:00,730900,732300,728100,729800,5149150,
20130312 00:00,729500,739000,728400,736000,8103632,
20130313 00:00,739400,742000,735500,736500,5159597,
20130314 00:00,737900,740000,731300,732200,6341775,
20130315 00:00,730100,734900,724400,725400,7841892,
20130318 00:00,722900,727300,720100,722500,5613703,
20130319 00:00,724200,728700,722100,724500,5534955,
20130320 00:00,728700,733700,727400,729900,6143570,
20130321 00:00,728500,734700,728500,731300,5503360,
20130322 00:00,733500,742800,732900,742800,7181755,
20130325 00:00,742800,751100,741200,748500,10280501,
20130326 00:00,749000,750800,744300,747700,6620394,
20130327 00:00,743500,749600,742400,748000,5270373,
20130328 00:00,748400,749700,743800,748300,6890900,
20130401 00:00,750000,759300,749000,754300,8394389,
20130402 00:00,755500,760500,754300,760200,6625803,
20130403 00:00,763100,766800,757300,760000,7422663,
20130404 00:00,759900,765700,759800,762000,7203546,
20130405 00:00,754700,764100,754400,763900,5681550,
20130408 00:00,762000,774400,758300,772900,7995122,
20130409 00:00,772500,784600,770200,781200,8588463,
20130410 00:00,783000,783700,773700,773700,8631432,
20130411 00:00,774500,783700,772700,777900,6875395,
20130412 00:00,777200,788500,775000,785600,6361132,
20130415 00:00,784500,792800,784300,784700,8249748,
20130416 00:00,782900,788600,780500,786800,6778476,
20130417 00:00,786000,790600,781300,785100,7247378,
20130418 00:00,787400,790500,766300,771600,13929686,
20130419 00:00,775600,784200,774000,782700,7109720,
20130422 00:00,782900,784400,775000,779700,5098404,
20130423 00:00,781900,792200,781000,790900,6352165,
20130424 00:00,792500,794900,779200,780300,7864730,
20130425 00:00,782000,788200,778800,786500,5728722,
20130426 00:00,786300,791500,785700,790400,5825748,
20130429 00:00,790700,792300,781500,783900,6017998,
20130430 00:00,782800,783000,773700,777200,7986299,
20130501 00:00,778100,786600,776900,780600,6184303,
20130502 00:00,778200,784900,778200,784600,4489038,
20130503 00:00,789500,793300,789000,792500,5396453,
20130506 00:00,791000,791600,787800,788300,4704148,
20130507 00:00,790800,791400,787700,788300,6560934,
20130508 00:00,785200,786600,777800,782500,7967182,
20130509 00:00,784500,789500,779000,784000,6506408,
20130510 00:00,785000,789100,782800,788900,5806226,
20130513 00:00,788300,788900,779200,785000,7694138,
20130514 00:00,779300,788600,776700,787800,9808563,
20130515 00:00,788000,799600,786900,798600,7883679,
20130516 00:00,780500,788600,773700,785000,11311067,
20130517 00:00,782900,785500,774000,778700,10563466,
20130520 00:00,778500,778900,773600,774000,5483683,
20130521 00:00,776200,781800,772500,773900,7255310,
20130522 00:00,771500,777900,767500,770300,8579568,
20130523 00:00,768200,769400,762500,763300,7765717,
20130524 00:00,762700,774100,761700,773100,7428415,
20130528 00:00,775200,780300,770700,773500,5404265,
20130529 00:00,769900,770300,760600,762300,5858340,
20130530 00:00,765000,765400,756100,756300,6204405,
20130531 00:00,753700,755900,748300,748400,9188507,
20130603 00:00,750700,757900,746400,756900,8342005,
20130604 00:00,757700,763800,754700,759400,9194878,
20130605 00:00,756900,759400,750700,752500,6750965,
20130606 00:00,751900,757300,748400,755900,8315973,
20130607 00:00,763600,768600,762000,763300,8061357,
20130610 00:00,763200,766400,756600,757500,6326855,
20130611 00:00,754800,758200,749900,752500,5935323,
20130612 00:00,755000,756800,746500,748400,4687301,
20130613 00:00,747800,753200,745700,750000,7083956,
20130614 00:00,749900,752700,748100,748700,6299859,
20130617 00:00,750000,754400,745100,749500,6420868,
20130618 00:00,750000,758700,748000,757300,6619807,
20130619 00:00,758200,759500,743600,744600,8038595,
20130620 00:00,744300,746600,730100,730300,8849814,
20130621 00:00,736200,741900,732600,735100,8095841,
20130624 00:00,730000,747900,729100,742000,9524430,
20130625 00:00,742500,747500,738500,743700,7042908,
20130626 00:00,746500,751800,745500,750100,5469096,
20130627 00:00,755300,761100,752400,752600,6950434,
20130628 00:00,751200,756500,744600,744800,7408504,
20130701 00:00,751300,752700,741000,745900,6696437,
20130702 00:00,742900,756700,742100,747100,6699759,
20130703 00:00,743500,751200,740900,747600,2322006,
20130705 00:00,752000,752500,744100,752100,5421901,
20130708 00:00,757300,767700,756800,767100,6576810,
20130709 00:00,769600,774400,767400,770300,5103998,
20130710 00:00,769200,775000,764600,767700,5094351,
20130711 00:00,774500,777500,773300,776300,4529862,
20130712 00:00,775600,776600,773400,776300,4251088,
20130715 00:00,771700,773000,767000,770300,4864419,
20130716 00:00,770000,774400,769000,773700,4707074,
20130717 00:00,777000,777900,770900,772000,5401726,
20130718 00:00,772300,775500,770100,773400,4117175,
20130719 00:00,774400,781700,773400,780800,6808733,
20130722 00:00,779300,782500,777400,778700,4152630,
20130723 00:00,779900,786200,778400,785500,5213720,
20130724 00:00,786900,787200,777300,782300,4854712,
20130725 00:00,781700,784600,776300,780100,5918588,
20130726 00:00,778800,780200,771000,780000,5273458,
20130729 00:00,777800,782500,777800,779900,3455452,
20130730 00:00,782400,783500,777000,778900,4524291,
20130731 00:00,779300,784800,777400,780400,5059708,
20130801 00:00,784300,786700,781100,782200,5099663,
20130802 00:00,781700,787500,780000,787500,6048079,
20130805 00:00,785700,790000,784400,787700,3871906,
20130806 00:00,785100,785700,775600,778700,6544435,
20130807 00:00,771600,776300,766200,773700,5587400,
20130808 00:00,776700,778500,769400,772500,4470636,
20130809 00:00,772500,773100,767800,769000,5740086,
20130812 00:00,765200,773900,764900,770800,5784355,
20130813 00:00,771800,772500,762500,768600,6343537,
20130814 00:00,768000,772200,762400,764000,6610281,
20130815 00:00,744500,750800,740400,744100,11944831,
20130816 00:00,741400,745000,737000,741100,6507927,
20130819 00:00,738800,739000,732100,735800,5207436,
20130820 00:00,735000,736200,732100,732300,6640023,
20130821 00:00,730300,741300,729400,735500,7962565,
20130822 00:00,736600,740350,732500,734600,3947046,
20130823 00:00,736700,737000,730400,734400,5466282,
20130826 00:00,737000,737400,730300,730300,5336318,
20130827 00:00,726500,731100,725100,728600,5750430,
20130828 00:00,726600,728600,722800,723800,5470941,
20130829 00:00,723400,728800,722300,724300,4082780,
20130830 00:00,726300,730700,725800,729800,5757820,
20130903 00:00,735600,735800,725500,726800,6942352,
20130904 00:00,727700,731200,724500,729100,4627747,
20130905 00:00,728500,734800,726200,726700,4646450,
